Theater,TheaterLabel,Sitz,SitzLabel
http://www.wikidata.org/entity/Q122834871,theater plan B,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834873,De Pottkieker,http://www.wikidata.org/entity/Q686830,Schwanewede
http://www.wikidata.org/entity/Q122834874,Theater PUR,http://www.wikidata.org/entity/Q505604,Riede
http://www.wikidata.org/entity/Q122834875,Statt-Theater Vegesack,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834876,Die Stiftler,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834877,THEATER 11,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834878,Theater 62 Bremen,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834879,UnionTheater von 1892,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834880,TB Uphusen / Theatergruppe,http://www.wikidata.org/entity/Q16143,Achim
http://www.wikidata.org/entity/Q122834882,Theaterverein VÖLK'SER PLATT,http://www.wikidata.org/entity/Q514924,Langwedel
http://www.wikidata.org/entity/Q122834883,Waller Heimatverein / Theater,http://www.wikidata.org/entity/Q486551,Verden
http://www.wikidata.org/entity/Q122834884,De Worphüser,http://www.wikidata.org/entity/Q499920,Lilienthal
http://www.wikidata.org/entity/Q21036369,Kellertheater Hamburg,http://www.wikidata.org/entity/Q1554,Neustadt
http://www.wikidata.org/entity/Q122842031,Aelita Musiktheater Hamburg,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842032,Amateur-Theater Altona,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842033,Amateurtheater Duvenstedt,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842034,Deutsche Schauspiel Vereinigung,http://www.wikidata.org/entity/Q1140,Barmbek-Süd
http://www.wikidata.org/entity/Q122842036,Die Egozentriker,http://www.wikidata.org/entity/Q1642,Bramfeld
http://www.wikidata.org/entity/Q122842037,Hans Sachs Bühne Bergedorf von 1946,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842038,Heimatverein Klein Borstel,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842039,Henneberg Bühne Poppenbüttel,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842041,Kesselhaus Theater,http://www.wikidata.org/entity/Q1175,Langenhorn
http://www.wikidata.org/entity/Q122842042,Kulturbeutel Hamburg,http://www.wikidata.org/entity/Q1148,Winterhude
http://www.wikidata.org/entity/Q122842043,Lohbrügger Bürgerbühne,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842044,Norderstedter Amateur-Theater von 1947,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842045,Plattdütsche Bühn’ Tangstedt,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842046,Spektakula,http://www.wikidata.org/entity/Q1138,Barmbek-Nord
http://www.wikidata.org/entity/Q122842047,Tessitura Musiktheater Hamburg,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842048,Theater ADU,http://www.wikidata.org/entity/Q1616,Niendorf
http://www.wikidata.org/entity/Q122842049,Theater Allround,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842050,Theatergruppe Swatten Weg,http://www.wikidata.org/entity/Q1602,Lurup
http://www.wikidata.org/entity/Q122842051,theater noster,http://www.wikidata.org/entity/Q1138,Barmbek-Nord
http://www.wikidata.org/entity/Q122842052,Theater 47,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842053,Theater99,http://www.wikidata.org/entity/Q2384,Bergedorf
http://www.wikidata.org/entity/Q122842054,Theatrikon,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842055,University Players,http://www.wikidata.org/entity/Q1619,Rotherbaum
http://www.wikidata.org/entity/Q122842056,Volksspielbühne Rissen von 1955,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q122842057,Volksspielbühne Thalia von 1879,http://www.wikidata.org/entity/Q1140,Barmbek-Süd
http://www.wikidata.org/entity/Q122842058,Wentorfer Bühne,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q95878622,Die Kiebitzensteiner,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q106699914,Theater Poetenpack,http://www.wikidata.org/entity/Q1711,Potsdam
http://www.wikidata.org/entity/Q122927588,Aktionstheater Halle / Kulturwerkstatt Grüne Villa,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927589,AKuT,http://www.wikidata.org/entity/Q490413,Annaburg
http://www.wikidata.org/entity/Q122927590,Amateurtheater Wolfen,http://www.wikidata.org/entity/Q7007,Bitterfeld-Wolfen
http://www.wikidata.org/entity/Q122927592,bellacultura,http://www.wikidata.org/entity/Q701140,Bennstedt
http://www.wikidata.org/entity/Q122927593,Bühne 7,http://www.wikidata.org/entity/Q40623,Quedlinburg
http://www.wikidata.org/entity/Q122927594,CATstairs,http://www.wikidata.org/entity/Q525632,Burg
http://www.wikidata.org/entity/Q122927595,Das Bühnchen,http://www.wikidata.org/entity/Q874314,Leitzkau
http://www.wikidata.org/entity/Q122927596,Die Harzgeister,http://www.wikidata.org/entity/Q526353,Harzgerode
http://www.wikidata.org/entity/Q122927597,Ensemble Kolorit,http://www.wikidata.org/entity/Q16087,Zeitz
http://www.wikidata.org/entity/Q122927599,Ensemble Theatrum,http://www.wikidata.org/entity/Q1623708,Hohenerxleben
http://www.wikidata.org/entity/Q122927600,Figurentheater Anna Sophia,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927601,Figurentheater Cirqu^onflexe,http://www.wikidata.org/entity/Q40623,Quedlinburg
http://www.wikidata.org/entity/Q122927602,Figurentheater Märchenteppich,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927603,Flusskultur,http://www.wikidata.org/entity/Q7082,Stendal
http://www.wikidata.org/entity/Q122927604,Freies Ensemble p&s,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927605,Genthiner Amateurtheater,http://www.wikidata.org/entity/Q284317,Genthin
http://www.wikidata.org/entity/Q122927606,Kaltstart,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927607,Kammerspiele Magdeburg,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927608,Kiez,http://www.wikidata.org/entity/Q3828,Dessau-Roßlau
http://www.wikidata.org/entity/Q122927609,Kinamo,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927610,Kulturreederei,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927611,Kulturrevier Harz,http://www.wikidata.org/entity/Q700388,Benneckenstein
http://www.wikidata.org/entity/Q122927612,Puppentheater Krimmelmokel,http://www.wikidata.org/entity/Q3798,Flensburg
http://www.wikidata.org/entity/Q122927613,Schaubühne Magdeburg,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927614,Schaustelle,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927615,Schoko mit Gurke,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927616,Slapsticker,http://www.wikidata.org/entity/Q551981,Beetzendorf
http://www.wikidata.org/entity/Q122927617,spielmitte,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927618,Sport- & Kultur-Club TaBeA,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927619,Straßentheater Fliegende Farben,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927620,Studiobühne Magdeburg,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927621,Tanzpunkt Gommern,http://www.wikidata.org/entity/Q50880,Gommern
http://www.wikidata.org/entity/Q122927622,Tanzrausch,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927623,Tanztheater ellaH,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927624,Theater 304,http://www.wikidata.org/entity/Q635076,Kretzschau
http://www.wikidata.org/entity/Q122927625,Theater an der Angel,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927626,Theater Apron,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927627,Theater Varomodi,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927628,Theater(t)räume,http://www.wikidata.org/entity/Q506460,Thale
http://www.wikidata.org/entity/Q122927629,Theaterburg Roßlau,http://www.wikidata.org/entity/Q822148,Roßlau (Elbe)
http://www.wikidata.org/entity/Q122927630,TheaterGärtnerei,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927631,Theatergruppe Klötze,http://www.wikidata.org/entity/Q50877,Klötze
http://www.wikidata.org/entity/Q122927632,Theaterkiste,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927633,Theaterlandschafft,http://www.wikidata.org/entity/Q506460,Thale
http://www.wikidata.org/entity/Q122927634,Theaterwerkstatt STiNE,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927635,Villa Wertvoll,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927636,WohnzimmerTheater,http://www.wikidata.org/entity/Q1733,Magdeburg
http://www.wikidata.org/entity/Q122927637,WuK Theaterquartier,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q122927638,Zentrum für Zirkus und bewegtes Lernen,http://www.wikidata.org/entity/Q2814,Halle (Saale)
http://www.wikidata.org/entity/Q2416208,Theatergesellschaft Preziosa 1883 e.V.,http://www.wikidata.org/entity/Q2765,Gelsenkirchen
http://www.wikidata.org/entity/Q17325980,Ruhrbühne Witten,http://www.wikidata.org/entity/Q3764,Witten
http://www.wikidata.org/entity/Q18289439,Seniorentheater (SeTa) e.V.,http://www.wikidata.org/entity/Q1718,Düsseldorf
http://www.wikidata.org/entity/Q122855886,Stage & Music e.V.,http://www.wikidata.org/entity/Q315138,Opladen
http://www.wikidata.org/entity/Q122855903,AKUT – Aachener Kultur- und Theaterinitiative e.V.,http://www.wikidata.org/entity/Q1017,Aachen
http://www.wikidata.org/entity/Q122855904,ratzfatz-Theater e.V.,http://www.wikidata.org/entity/Q1017,Aachen
http://www.wikidata.org/entity/Q122855906,Spielwerk-arnsberg e.V.,http://www.wikidata.org/entity/Q3912,Arnsberg
http://www.wikidata.org/entity/Q122855907,"""Vorhang Auf!"" Arloff-Kirspenich",http://www.wikidata.org/entity/Q241450,Bad Münstereifel
http://www.wikidata.org/entity/Q122855908,STATT-Theater Bad Salzuflen,http://www.wikidata.org/entity/Q4108,Bad Salzuflen
http://www.wikidata.org/entity/Q122855909,Theaterverein Frohsinn Rheidt-Hüchelhoven,http://www.wikidata.org/entity/Q3989,Bergheim
http://www.wikidata.org/entity/Q122855910,Jugend.Theater im MEDIO,http://www.wikidata.org/entity/Q3989,Bergheim
http://www.wikidata.org/entity/Q122855911,TheaterWeltenErschaffen e.V.,http://www.wikidata.org/entity/Q3117,Bergisch Gladbach
http://www.wikidata.org/entity/Q122855912,Theaterverein-Overberge e.V.,http://www.wikidata.org/entity/Q4192,Bergkamen
http://www.wikidata.org/entity/Q122855913,Losemund-Theater Bergneustadt,http://www.wikidata.org/entity/Q10976,Bergneustadt
http://www.wikidata.org/entity/Q122855915,Theater Brackwede,http://www.wikidata.org/entity/Q2112,Bielefeld
http://www.wikidata.org/entity/Q122855916,Lampenfieber Theater Werther e.V.,http://www.wikidata.org/entity/Q2112,Bielefeld
http://www.wikidata.org/entity/Q122855918,Scaena Mundos,http://www.wikidata.org/entity/Q14946,Billerbeck
http://www.wikidata.org/entity/Q122855919,Caroline Kühnl,http://www.wikidata.org/entity/Q2103,Bochum
http://www.wikidata.org/entity/Q122855920,Volksbühne Bochum,http://www.wikidata.org/entity/Q2103,Bochum
http://www.wikidata.org/entity/Q122855921,Kulturtata - Verein zur Förderung der Jugendkultur e.V.,http://www.wikidata.org/entity/Q2103,Bochum
http://www.wikidata.org/entity/Q122855922,Mask & Music e.V.,http://www.wikidata.org/entity/Q2103,Bochum
http://www.wikidata.org/entity/Q122855923,Amateurtheater Alles Live,http://www.wikidata.org/entity/Q586,Bonn
http://www.wikidata.org/entity/Q122855924,The Bonn Players,http://www.wikidata.org/entity/Q586,Bonn
http://www.wikidata.org/entity/Q122855926,"Theater im Keller ""tik""",http://www.wikidata.org/entity/Q586,Bonn
http://www.wikidata.org/entity/Q122855927,The Groove@Grufties,http://www.wikidata.org/entity/Q586,Bonn
http://www.wikidata.org/entity/Q122855928,Frauentheater Bonn,http://www.wikidata.org/entity/Q586,Bonn
http://www.wikidata.org/entity/Q122855929,Theater UHU e.V.,http://www.wikidata.org/entity/Q586,Bonn
http://www.wikidata.org/entity/Q122855930,Gerüchteküche Bonn e.V.,http://www.wikidata.org/entity/Q586,Bonn
http://www.wikidata.org/entity/Q122855931,Die 2.Besetzung,http://www.wikidata.org/entity/Q3069,Bottrop
http://www.wikidata.org/entity/Q122855932,Abtei-Musical-Company e.V.,http://www.wikidata.org/entity/Q242149,Brakel
http://www.wikidata.org/entity/Q122855933,Spielschar Brüggen e.V.,http://www.wikidata.org/entity/Q163693,Brüggen
http://www.wikidata.org/entity/Q122855934,Brühler Theater Team,http://www.wikidata.org/entity/Q7036,Brühl
http://www.wikidata.org/entity/Q122855935,theater FunDaMental e.V.,http://www.wikidata.org/entity/Q7036,Brühl
http://www.wikidata.org/entity/Q122855936,Spielgemeinschaft Harth-Ringelstein e.V.,http://www.wikidata.org/entity/Q183404,Büren
http://www.wikidata.org/entity/Q122855937,Amateurtheater St. Amandus Datteln von 1956 e.V.,http://www.wikidata.org/entity/Q14940,Datteln
http://www.wikidata.org/entity/Q122855938,Laienspielschar Westenholz e.V.,http://www.wikidata.org/entity/Q16146,Delbrück
http://www.wikidata.org/entity/Q122855939,Zimmertheater Detmold e.V.,http://www.wikidata.org/entity/Q3922,Detmold
http://www.wikidata.org/entity/Q122855940,Volksbühne Barop-Hombruch,http://www.wikidata.org/entity/Q1295,Dortmund
http://www.wikidata.org/entity/Q122855941,Theater Dionysos,http://www.wikidata.org/entity/Q1295,Dortmund
http://www.wikidata.org/entity/Q122855942,Kleine Bühne Friemersheim e.V.,http://www.wikidata.org/entity/Q2100,Duisburg
http://www.wikidata.org/entity/Q122855945,Musicalschule Hans&Alice e.V.,http://www.wikidata.org/entity/Q53901,Enger
http://www.wikidata.org/entity/Q122855946,Theatergesellschaft Fröhlichkeit 1902 Eschweiler-Bergrath e.V.,http://www.wikidata.org/entity/Q4083,Eschweiler
http://www.wikidata.org/entity/Q122855947,Die Bühne e.V. - Rü-Bühne Essen e.V.,http://www.wikidata.org/entity/Q2066,Essen
http://www.wikidata.org/entity/Q122855948,Essener Volksbühne e.V. 1875,http://www.wikidata.org/entity/Q2066,Essen
http://www.wikidata.org/entity/Q122855949,Studio-Bühne Essen,http://www.wikidata.org/entity/Q2066,Essen
http://www.wikidata.org/entity/Q122855951,Seniorentheater Essen e.V.,http://www.wikidata.org/entity/Q2066,Essen
http://www.wikidata.org/entity/Q122855952,Langbröker Selfkanttheater e.V.,http://www.wikidata.org/entity/Q204793,Gangelt
http://www.wikidata.org/entity/Q122855954,Fun Theater Gronau 2003 e.V.,http://www.wikidata.org/entity/Q879256,Epe
http://www.wikidata.org/entity/Q122855955,Musical-Projekt-Oberberg e.V.,http://www.wikidata.org/entity/Q4181,Gummersbach
http://www.wikidata.org/entity/Q122855956,Theater unterm Schloss e.V.,http://www.wikidata.org/entity/Q2871,Hagen
http://www.wikidata.org/entity/Q122855957,Kreativ-Theater,http://www.wikidata.org/entity/Q225774,Halle
http://www.wikidata.org/entity/Q122855958,Amateurtheater Havixbeck e.V.,http://www.wikidata.org/entity/Q14943,Havixbeck
http://www.wikidata.org/entity/Q122855959,Das Törchen - Theatergruppe Havixbeck e.V.,http://www.wikidata.org/entity/Q14943,Havixbeck
http://www.wikidata.org/entity/Q122855960,Schauspielensemble Iserlohn e.V.,http://www.wikidata.org/entity/Q1104,Hemer
http://www.wikidata.org/entity/Q122855961,DAS Theater Hemer e.V.,http://www.wikidata.org/entity/Q1104,Hemer
http://www.wikidata.org/entity/Q122855962,Amateurbühne Lampenfieber e.V.,http://www.wikidata.org/entity/Q2904,Herne
http://www.wikidata.org/entity/Q122855963,kleines theater herne e.V.,http://www.wikidata.org/entity/Q2904,Herne
http://www.wikidata.org/entity/Q122855964,Theater Fidele Horst e.V. 1919,http://www.wikidata.org/entity/Q2904,Herne
http://www.wikidata.org/entity/Q122855965,Volksbühne Körner Wanne-Eickel 1908 e.V.,http://www.wikidata.org/entity/Q2904,Herne
http://www.wikidata.org/entity/Q122855966,"Vorhang auf, Holzwickede! e.V.",http://www.wikidata.org/entity/Q10941,Holzwickede
http://www.wikidata.org/entity/Q122855967,Jugendtheatergruppe SJC Hövelriege,http://www.wikidata.org/entity/Q183449,Hövelhof
http://www.wikidata.org/entity/Q122855968,Theater im KuStall e.V. - ThimKu,http://www.wikidata.org/entity/Q16107,Höxter
http://www.wikidata.org/entity/Q122855969,Der Wipperwagen e.V.,http://www.wikidata.org/entity/Q11038,Hückeswagen
http://www.wikidata.org/entity/Q122855970,QUASI SO - Das Theater der VHS Ibbenbüren (Schauburg Ibbenbüren),http://www.wikidata.org/entity/Q4175,Ibbenbüren
http://www.wikidata.org/entity/Q122855971,(pu:r vu) Theatergruppe Iserlohn,http://www.wikidata.org/entity/Q1130,Iserlohn
http://www.wikidata.org/entity/Q122855972,Grenzland-Laienspieler Anholt e.V.,http://www.wikidata.org/entity/Q545414,Anholt
http://www.wikidata.org/entity/Q122855973,Gesellschaft Frohsinn Stetternich 1880 e.V.,http://www.wikidata.org/entity/Q16045,Jülich
http://www.wikidata.org/entity/Q122855974,Senioren-Theater-Jülich-2007 e.V.,http://www.wikidata.org/entity/Q16045,Jülich
http://www.wikidata.org/entity/Q122855975,Mundarttheater e.V. Nüsser Schnute,http://www.wikidata.org/entity/Q7088,Kaarst
http://www.wikidata.org/entity/Q122855976,Theaterverein Kaarst e.V.,http://www.wikidata.org/entity/Q7088,Kaarst
http://www.wikidata.org/entity/Q122855977,Verwischte Tinte e.V.,http://www.wikidata.org/entity/Q7028,Kamen
http://www.wikidata.org/entity/Q122855978,Bühne 69 – Das Theater in Kamp-Lintfort e.V.,http://www.wikidata.org/entity/Q14895,Kamp-Lintfort
http://www.wikidata.org/entity/Q122855979,Kendelbühne „St. Hubert“,http://www.wikidata.org/entity/Q14929,Kempen
http://www.wikidata.org/entity/Q122855980,Tönisberger Bretterbühne `82,http://www.wikidata.org/entity/Q14929,Kempen
http://www.wikidata.org/entity/Q122855981,Theaterverein Thalia,http://www.wikidata.org/entity/Q1385249,Sindorf
http://www.wikidata.org/entity/Q122855982,Theaterensemble dell’arte,http://www.wikidata.org/entity/Q3959,Kerpen
http://www.wikidata.org/entity/Q122855983,Schnick-Schnack-Theater e.V.,http://www.wikidata.org/entity/Q6842,Kleve
http://www.wikidata.org/entity/Q122855984,Dellbrücker Theaterclub e.V.,http://www.wikidata.org/entity/Q365,Cologne
http://www.wikidata.org/entity/Q122855985,Dramatische Vereinigung e.V. Köln-Worringen,http://www.wikidata.org/entity/Q365,Cologne
http://www.wikidata.org/entity/Q122855986,Taubenhaucher,http://www.wikidata.org/entity/Q365,Cologne
http://www.wikidata.org/entity/Q122855987,Theater Abgelehnt,http://www.wikidata.org/entity/Q365,Cologne
http://www.wikidata.org/entity/Q122855988,Theater Köln-Süd e.V.,http://www.wikidata.org/entity/Q365,Cologne
http://www.wikidata.org/entity/Q122855989,Theatergruppe da Capo,http://www.wikidata.org/entity/Q365,Cologne
http://www.wikidata.org/entity/Q122855990,Altermarktspielkreis e.V.,http://www.wikidata.org/entity/Q365,Cologne
http://www.wikidata.org/entity/Q122855991,KAB-Theatergruppe „Hölsche Komödie“,http://www.wikidata.org/entity/Q2805,Krefeld
http://www.wikidata.org/entity/Q122855992,Laienspielgruppe Covestro Uerdingen e.V.,http://www.wikidata.org/entity/Q2805,Krefeld
http://www.wikidata.org/entity/Q122855993,(N)immernett Bühne,http://www.wikidata.org/entity/Q245542,Kürten
http://www.wikidata.org/entity/Q122855994,Die Lagenser Bühne LaBüVision,http://www.wikidata.org/entity/Q14817,Lemgo
http://www.wikidata.org/entity/Q122855995,Theatergruppe STATTGESPRÄCH,http://www.wikidata.org/entity/Q14817,Lemgo
http://www.wikidata.org/entity/Q122855996,Junges Theater Leverkusen e.V.,http://www.wikidata.org/entity/Q315138,Opladen
http://www.wikidata.org/entity/Q122855997,Volksbühne Dilettantenverein Neuhonrath e.V.,http://www.wikidata.org/entity/Q12449,Lohmar
http://www.wikidata.org/entity/Q122855998,Theater in der Schlesinger-Fabrik,http://www.wikidata.org/entity/Q3893,Lüdenscheid
http://www.wikidata.org/entity/Q122855999,Schwarzlichtbühne „Tagträumer“,http://www.wikidata.org/entity/Q3813,Marl
http://www.wikidata.org/entity/Q122856000,Lotumer Buretheater e.V.,http://www.wikidata.org/entity/Q4105,Meerbusch
http://www.wikidata.org/entity/Q122856001,Theatergruppe Kunterbunt e.V.,http://www.wikidata.org/entity/Q3846,Minden
http://www.wikidata.org/entity/Q122856002,Stage Focus e.V.,http://www.wikidata.org/entity/Q2147850,Rheinkamp
http://www.wikidata.org/entity/Q122856003,Bernd Schüren,http://www.wikidata.org/entity/Q2758,Mönchengladbach
http://www.wikidata.org/entity/Q122856004,Dorftheater Kothausen,http://www.wikidata.org/entity/Q2758,Mönchengladbach
http://www.wikidata.org/entity/Q122856005,Die Mimen e.V. - Theaterverein in Much,http://www.wikidata.org/entity/Q254458,Much
http://www.wikidata.org/entity/Q122856006,Mülheimer Backstein Theater,http://www.wikidata.org/entity/Q2899,Mülheim an der Ruhr
http://www.wikidata.org/entity/Q122856007,Theater Mülheimer Spätlese,http://www.wikidata.org/entity/Q2899,Mülheim an der Ruhr
http://www.wikidata.org/entity/Q122856008,amateurbühne münster-ost e.V.,http://www.wikidata.org/entity/Q2742,Münster
http://www.wikidata.org/entity/Q122856009,Theater unterm Dach e.V.,http://www.wikidata.org/entity/Q14810,Nettetal
http://www.wikidata.org/entity/Q122856010,Improtheater Phönixallee,http://www.wikidata.org/entity/Q2948,Neuss
http://www.wikidata.org/entity/Q122856012,Theater-Verein 1930 Rheidt e.V.,http://www.wikidata.org/entity/Q12472,Niederkassel
http://www.wikidata.org/entity/Q122856013,Amateurbühne Theater Esther,http://www.wikidata.org/entity/Q2838,Oberhausen
http://www.wikidata.org/entity/Q122856014,Kleinstädter Bühne Sterkrade e.V.,http://www.wikidata.org/entity/Q2838,Oberhausen
http://www.wikidata.org/entity/Q122856015,Theater Esther,http://www.wikidata.org/entity/Q2838,Oberhausen
http://www.wikidata.org/entity/Q122856016,theater PUR-olfen e.V.,http://www.wikidata.org/entity/Q14937,Olfen
http://www.wikidata.org/entity/Q122856017,Heimatbühne Paderborn e.V.,http://www.wikidata.org/entity/Q2971,Paderborn
http://www.wikidata.org/entity/Q122856018,Hochlarmarker Theatergruppe e.V.,http://www.wikidata.org/entity/Q3050,Recklinghausen
http://www.wikidata.org/entity/Q122856019,Paulus(t)spiel e.V.,http://www.wikidata.org/entity/Q3050,Recklinghausen
http://www.wikidata.org/entity/Q122856020,"Theater- und Kulturwerkstatt Haldern ""Mein Theater""",http://www.wikidata.org/entity/Q243474,Rees
http://www.wikidata.org/entity/Q122856021,Lüttringhauser Volksbühne e.V.,http://www.wikidata.org/entity/Q3097,Remscheid
http://www.wikidata.org/entity/Q122856022,Neue Bühne Remscheid,http://www.wikidata.org/entity/Q3097,Remscheid
http://www.wikidata.org/entity/Q122856023,Actor's Studio NRW,http://www.wikidata.org/entity/Q3097,Remscheid
http://www.wikidata.org/entity/Q122856024,Musical Fabrik e.V.,http://www.wikidata.org/entity/Q6896,Rheda-Wiedenbrück
http://www.wikidata.org/entity/Q122856025,Kleines Theater Brühl e.V.,http://www.wikidata.org/entity/Q12547,Rheinbach
http://www.wikidata.org/entity/Q122856026,Die Rabenmütter e.V.,http://www.wikidata.org/entity/Q16086,Rheinberg
http://www.wikidata.org/entity/Q122856027,Jugend-Musical-Bühne-Rietberg e.V.,http://www.wikidata.org/entity/Q225621,Rietberg
http://www.wikidata.org/entity/Q122856028,Gillbachbühne Theaterverein Evinghoven,http://www.wikidata.org/entity/Q255235,Rommerskirchen
http://www.wikidata.org/entity/Q122856029,Heimatbühne Thüle 1964 e.V.,http://www.wikidata.org/entity/Q183515,Salzkotten
http://www.wikidata.org/entity/Q122856030,Theaterverein Hawerland Wormbach e.V.,http://www.wikidata.org/entity/Q5628,Schmallenberg
http://www.wikidata.org/entity/Q122856031,Theater am Fluss Schwerte e.V.,http://www.wikidata.org/entity/Q6863,Schwerte
http://www.wikidata.org/entity/Q122856032,Volksbühne Ergste 1905 e.V.,http://www.wikidata.org/entity/Q6863,Schwerte
http://www.wikidata.org/entity/Q122856033,Almebühne Singsen,http://www.wikidata.org/entity/Q2281699,Siddinghausen
http://www.wikidata.org/entity/Q122856034,"Theatergruppe ""TheatraPack"" Siegen",http://www.wikidata.org/entity/Q3167,Siegen
http://www.wikidata.org/entity/Q122856035,Soester Theatergemeinschaft STAGE e.V.,http://www.wikidata.org/entity/Q6149,Soest
http://www.wikidata.org/entity/Q122856036,Wertstoff-Bühne e.V.,http://www.wikidata.org/entity/Q6149,Soest
http://www.wikidata.org/entity/Q122856037,Rampenlicht Theater Solingen,http://www.wikidata.org/entity/Q2942,Solingen
http://www.wikidata.org/entity/Q122856038,SpinaTheater e.V.,http://www.wikidata.org/entity/Q1110891,Ohligs
http://www.wikidata.org/entity/Q122856039,"""Son' Theater"" Sonsbeck",http://www.wikidata.org/entity/Q163100,Sonsbeck
http://www.wikidata.org/entity/Q122856040,Theatergruppe Schnick-Schnack,http://www.wikidata.org/entity/Q11340,Sprockhövel
http://www.wikidata.org/entity/Q122856041,KLT 1881 Straelen e.V,http://www.wikidata.org/entity/Q8856,Straelen
http://www.wikidata.org/entity/Q122856042,Bühnengesellschaft Sieglar Die Volksbühne 1919/62,http://www.wikidata.org/entity/Q3900,Troisdorf
http://www.wikidata.org/entity/Q122856043,Theaterfreunde Thalia Sieglar,http://www.wikidata.org/entity/Q3900,Troisdorf
http://www.wikidata.org/entity/Q122856044,Theater FreiRaum,http://www.wikidata.org/entity/Q3840,Velbert
http://www.wikidata.org/entity/Q122856045,Volksbühne Viersen 1868 e.V,http://www.wikidata.org/entity/Q3902,Viersen
http://www.wikidata.org/entity/Q122856046,De Lüntske Theaterspöllers,http://www.wikidata.org/entity/Q200528,Vreden
http://www.wikidata.org/entity/Q122856047,Studio Bühne Wachtberg,http://www.wikidata.org/entity/Q253498,Wachtberg
http://www.wikidata.org/entity/Q122856048,Laienspielkreis Oberbachem e.V,http://www.wikidata.org/entity/Q253498,Wachtberg
