Theater,TheaterLabel,Sitz,SitzLabel
http://www.wikidata.org/entity/Q122799170,Theaterverein Kochel,http://www.wikidata.org/entity/Q256533,Kochel
http://www.wikidata.org/entity/Q122799172,Theaterverein Kulisse 21,http://www.wikidata.org/entity/Q552434,Heimenkirch
http://www.wikidata.org/entity/Q122799173,Theaterverein Laetitia 1908 Untermeitingen,http://www.wikidata.org/entity/Q503254,Untermeitingen
http://www.wikidata.org/entity/Q122799175,Theaterverein Langenpreising,http://www.wikidata.org/entity/Q528673,Langenpreising
http://www.wikidata.org/entity/Q122799177,Theaterverein Lengdorf,http://www.wikidata.org/entity/Q528271,Lengdorf
http://www.wikidata.org/entity/Q122799179,Theaterverein Markt Schwaben,http://www.wikidata.org/entity/Q552464,Markt Schwaben
http://www.wikidata.org/entity/Q122799180,Theaterverein Mauren,http://www.wikidata.org/entity/Q503226,Harburg (Schwaben)
http://www.wikidata.org/entity/Q122799181,Theaterverein Mindelstetten,http://www.wikidata.org/entity/Q508863,Mindelstetten
http://www.wikidata.org/entity/Q122799184,Theaterverein Nordendorf,http://www.wikidata.org/entity/Q505111,Nordendorf
http://www.wikidata.org/entity/Q122799186,Theaterverein Obermichelbach 1985,http://www.wikidata.org/entity/Q521007,Obermichelbach
http://www.wikidata.org/entity/Q122799188,Theaterverein Oberstreu,http://www.wikidata.org/entity/Q583385,Oberstreu
http://www.wikidata.org/entity/Q122799190,Theaterverein Opfenbach,http://www.wikidata.org/entity/Q259366,Opfenbach
http://www.wikidata.org/entity/Q122799192,Theaterverein Otting,http://www.wikidata.org/entity/Q259811,Waging am See
http://www.wikidata.org/entity/Q122799193,Theaterverein Pastetten,http://www.wikidata.org/entity/Q511486,Pastetten
http://www.wikidata.org/entity/Q122799195,Theaterverein Pietenfeld,http://www.wikidata.org/entity/Q355390,Adelschlag
http://www.wikidata.org/entity/Q122799197,Theaterverein Puchheim-Ort,http://www.wikidata.org/entity/Q254778,Puchheim
http://www.wikidata.org/entity/Q122799198,Theaterverein Reicholzried,http://www.wikidata.org/entity/Q528419,Dietmannsried Municipality
http://www.wikidata.org/entity/Q122799200,Theaterverein Reit im Winkl,http://www.wikidata.org/entity/Q252660,Reit im Winkl
http://www.wikidata.org/entity/Q122799203,Theaterverein Rott am Inn,http://www.wikidata.org/entity/Q558735,Rott am Inn
http://www.wikidata.org/entity/Q122799206,Theaterverein Schloss-Spiele Neumarkt,http://www.wikidata.org/entity/Q14887,Neumarkt in der Oberpfalz
http://www.wikidata.org/entity/Q122799207,Theaterverein Schongau Theaterstadl,http://www.wikidata.org/entity/Q531894,Burggen
http://www.wikidata.org/entity/Q122799209,Theaterverein Schöngeising,http://www.wikidata.org/entity/Q262790,Schöngeising
http://www.wikidata.org/entity/Q122799210,Theaterverein Siegsdorf,http://www.wikidata.org/entity/Q266915,Siegsdorf
http://www.wikidata.org/entity/Q122799213,Theaterverein Taufkirchen/Vils,http://www.wikidata.org/entity/Q264395,Dorfen
http://www.wikidata.org/entity/Q122799214,Theaterverein Türkheim,http://www.wikidata.org/entity/Q552257,Türkheim
http://www.wikidata.org/entity/Q122799216,Theaterverein Tussenhausen,http://www.wikidata.org/entity/Q547229,Tussenhausen
http://www.wikidata.org/entity/Q122799217,Theaterverein Unterdiessen,http://www.wikidata.org/entity/Q503195,Unterdießen
http://www.wikidata.org/entity/Q122799219,Theaterverein Volksbühne Aindling,http://www.wikidata.org/entity/Q258041,Aindling
http://www.wikidata.org/entity/Q122799221,Theaterverein Volksbühne Schrobenhausen,http://www.wikidata.org/entity/Q504746,Schrobenhausen
http://www.wikidata.org/entity/Q122799222,Theaterverein Wernberg-Köblitz,http://www.wikidata.org/entity/Q553724,Wernberg-Köblitz
http://www.wikidata.org/entity/Q122799224,Theaterverein Wildsteig,http://www.wikidata.org/entity/Q516395,Wildsteig
http://www.wikidata.org/entity/Q122799225,Theaterverein Wolfertschwenden,http://www.wikidata.org/entity/Q547916,Wolfertschwenden
http://www.wikidata.org/entity/Q122799227,Theaterwerkstatt Allgäu Pfeffer,http://www.wikidata.org/entity/Q3994,Kempten
http://www.wikidata.org/entity/Q122799229,Theatraubling,http://www.wikidata.org/entity/Q488625,Neutraubling
http://www.wikidata.org/entity/Q122799230,Théâtre Jean Renoir,http://www.wikidata.org/entity/Q1726,Munich
http://www.wikidata.org/entity/Q122799232,TheatrHOH,http://www.wikidata.org/entity/Q164009,Hofheim in Unterfranken
http://www.wikidata.org/entity/Q122799234,Theresienstadl Flossenbürg,http://www.wikidata.org/entity/Q502427,Flossenbürg
http://www.wikidata.org/entity/Q122799235,Thingauer Theater,http://www.wikidata.org/entity/Q512033,Unterthingau
http://www.wikidata.org/entity/Q122799237,THOW & SHOW München,http://www.wikidata.org/entity/Q253003,Ebersberg
http://www.wikidata.org/entity/Q122799238,TIK Theater in der Kneipe,http://www.wikidata.org/entity/Q504925,Neuenmarkt
http://www.wikidata.org/entity/Q122799240,Tollhaus-Theater Goldbach,http://www.wikidata.org/entity/Q503312,Hösbach
http://www.wikidata.org/entity/Q122799242,"Trachtenverein ""Immergrün"" Pfaffenhofen/Inn",http://www.wikidata.org/entity/Q252794,Schechen
http://www.wikidata.org/entity/Q122799244,Troschenreuther Mundarttheater,http://www.wikidata.org/entity/Q26461,Pegnitz
http://www.wikidata.org/entity/Q122799245,TSV Brett'l Eintracht Karlsfeld,http://www.wikidata.org/entity/Q268707,Karlsfeld
http://www.wikidata.org/entity/Q122799247,TSV Firnhaberau 1926,http://www.wikidata.org/entity/Q2749,Augsburg
http://www.wikidata.org/entity/Q122799249,TSV Lützelburg Abteilung Theater,http://www.wikidata.org/entity/Q529373,Gablingen
http://www.wikidata.org/entity/Q122799250,TSV Meckenhausen,http://www.wikidata.org/entity/Q521132,Hilpoltstein
http://www.wikidata.org/entity/Q122799252,TSV Rückersdorf 1904 Abteilung Theater,http://www.wikidata.org/entity/Q529947,Rückersdorf
http://www.wikidata.org/entity/Q122799254,TUK Theater unterm Kirchturm,http://www.wikidata.org/entity/Q4007,Rosenheim
http://www.wikidata.org/entity/Q122799255,Unterhaltungsverein Frohsinn Schlipsheim,http://www.wikidata.org/entity/Q506614,Diedorf
http://www.wikidata.org/entity/Q122799256,"Verein der Freunde des Theaters ""Du & Ich"" im Landkreis Traunstein",http://www.wikidata.org/entity/Q253119,Traunstein
http://www.wikidata.org/entity/Q122799258,Verein für Heimatpflege Tengling Theatergruppe,http://www.wikidata.org/entity/Q253804,Taching am See
http://www.wikidata.org/entity/Q122799259,Vfl Denklingen 1864 Theatergruppe,http://www.wikidata.org/entity/Q508337,Denklingen
http://www.wikidata.org/entity/Q122799261,Volksbühne Affing,http://www.wikidata.org/entity/Q259662,Affing
http://www.wikidata.org/entity/Q122799263,Volksbühne am Staffelsee,http://www.wikidata.org/entity/Q254356,Murnau am Staffelsee
http://www.wikidata.org/entity/Q122799264,Volksbühne Dachau,http://www.wikidata.org/entity/Q268707,Karlsfeld
http://www.wikidata.org/entity/Q122799267,Volksbühne Eichenried,http://www.wikidata.org/entity/Q511796,Moosinning
http://www.wikidata.org/entity/Q122799269,Volksbühne Hergensweiler,http://www.wikidata.org/entity/Q513198,Hergensweiler
http://www.wikidata.org/entity/Q122799271,Volksbühne Mering,http://www.wikidata.org/entity/Q275579,Mering
http://www.wikidata.org/entity/Q122799273,Volksbühne Mettenheim,http://www.wikidata.org/entity/Q531730,Mettenheim
http://www.wikidata.org/entity/Q122799274,Volksbühne Neubiberg-Ottobrunn,http://www.wikidata.org/entity/Q506388,Ottobrunn
http://www.wikidata.org/entity/Q122799275,Volksbühne Olching,http://www.wikidata.org/entity/Q178486,Olching
http://www.wikidata.org/entity/Q122799277,Volksbühne Rosenheim St. Nikolaus,http://www.wikidata.org/entity/Q4007,Rosenheim
http://www.wikidata.org/entity/Q122799279,Volksbühne Saaldorf,http://www.wikidata.org/entity/Q533251,Saaldorf-Surheim
http://www.wikidata.org/entity/Q122799281,Volksbühne Trostberg,http://www.wikidata.org/entity/Q31644,Trostberg
http://www.wikidata.org/entity/Q122799282,Volksbühne Übersee-Feldwies,http://www.wikidata.org/entity/Q257831,Übersee
http://www.wikidata.org/entity/Q122799284,Volksspielgruppe Altenerding,http://www.wikidata.org/entity/Q15980,Erding
http://www.wikidata.org/entity/Q122799286,Volkstheater Flintsbach,http://www.wikidata.org/entity/Q532824,Flintsbach
http://www.wikidata.org/entity/Q122799287,Volkstheater Passau,http://www.wikidata.org/entity/Q4190,Passau
http://www.wikidata.org/entity/Q122799289,Volkstheater Ringsee,http://www.wikidata.org/entity/Q3004,Ingolstadt
http://www.wikidata.org/entity/Q122799290,Volkstheater Ritterschauspiele Kiefersfelden,http://www.wikidata.org/entity/Q509310,Kiefersfelden
http://www.wikidata.org/entity/Q122799291,Volkstrachentenverein Oberau Theatergruppe,http://www.wikidata.org/entity/Q505979,Oberau
http://www.wikidata.org/entity/Q122799294,Volkstrachtenverein Unterammergau 1895 Theatergruppe,http://www.wikidata.org/entity/Q505408,Unterammergau
http://www.wikidata.org/entity/Q122799296,Volle Möhre!,http://www.wikidata.org/entity/Q72977,Zirndorf
http://www.wikidata.org/entity/Q122799298,Waldbühne Halsbach,http://www.wikidata.org/entity/Q1572183,Halsbach
http://www.wikidata.org/entity/Q122799299,Waldtruderinger Laienspielgruppe,http://www.wikidata.org/entity/Q1726,Munich
http://www.wikidata.org/entity/Q122799301,Weiß-blaue Bühne München,http://www.wikidata.org/entity/Q1726,Munich
http://www.wikidata.org/entity/Q122799302,Weißenburger Bühne '87,http://www.wikidata.org/entity/Q44500,Weißenburg in Bayern
http://www.wikidata.org/entity/Q122799304,Weitbachbühne Perach,http://www.wikidata.org/entity/Q258993,Perach
http://www.wikidata.org/entity/Q122799305,Welfenbühne Steingaden,http://www.wikidata.org/entity/Q627545,Q627545
http://www.wikidata.org/entity/Q122799307,Wenzenbacher-Brettl,http://www.wikidata.org/entity/Q491617,Wenzenbach
http://www.wikidata.org/entity/Q122799309,Werkbühne,http://www.wikidata.org/entity/Q163024,Ludwigsstadt
http://www.wikidata.org/entity/Q122799312,Westallgäuer Heimat- u. Theaterverein 1947 Scheidegg,http://www.wikidata.org/entity/Q505440,Scheidegg
http://www.wikidata.org/entity/Q122799313,Weydhauser Fähnlein,http://www.wikidata.org/entity/Q515763,Waidhaus
http://www.wikidata.org/entity/Q122799315,Wielenbacher Theaterer,http://www.wikidata.org/entity/Q306414,Wielenbach
http://www.wikidata.org/entity/Q122799316,Wildwuchs Theater,http://www.wikidata.org/entity/Q3936,Bamberg
http://www.wikidata.org/entity/Q122799318,"Wolfsbucher Bauerntheater ""D'Lamp'nfieberer""",http://www.wikidata.org/entity/Q573230,Beilngries
http://www.wikidata.org/entity/Q122799319,Wonneberger Dorftheater,http://www.wikidata.org/entity/Q681864,Teisendorf
http://www.wikidata.org/entity/Q122799321,Zeitkind,http://www.wikidata.org/entity/Q259542,Garching an der Alz
http://www.wikidata.org/entity/Q122799322,Zirbelzunder KIasperltheater,http://www.wikidata.org/entity/Q1726,Munich
http://www.wikidata.org/entity/Q122799325,Zusambühne des TSV Zusmarshausen,http://www.wikidata.org/entity/Q544732,Langweid am Lech
http://www.wikidata.org/entity/Q122799326,Zwiesler Dilettantenverein,http://www.wikidata.org/entity/Q163091,Zwiesel
http://www.wikidata.org/entity/Q1471418,moa theater,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851850,5te Dimension,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851851,Acht machen Theater,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851852,Aller Bühne,http://www.wikidata.org/entity/Q486551,Verden
http://www.wikidata.org/entity/Q122851853,Altstadtbühne,http://www.wikidata.org/entity/Q14813,Gifhorn
http://www.wikidata.org/entity/Q122851854,Altstadttheater Hornburg,http://www.wikidata.org/entity/Q542386,Hornburg
http://www.wikidata.org/entity/Q122851855,Amateurtheater Bühnen-Reif,http://www.wikidata.org/entity/Q3200,Salzgitter
http://www.wikidata.org/entity/Q122851856,The Batz,http://www.wikidata.org/entity/Q543342,Bad Nenndorf
http://www.wikidata.org/entity/Q122851857,Bergbühne,http://www.wikidata.org/entity/Q1633924,Lüdersen
http://www.wikidata.org/entity/Q122851858,De Bickbeern Schweizer Speeldeel﻿,http://www.wikidata.org/entity/Q501683,Rosengarten
http://www.wikidata.org/entity/Q122851859,Bühne 93,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851860,Bühnen TiKk,http://www.wikidata.org/entity/Q14856,Laatzen
http://www.wikidata.org/entity/Q122851861,Bleck'der Plattsnackers,http://www.wikidata.org/entity/Q567445,Bleckede
http://www.wikidata.org/entity/Q122851862,Bliedersdorfer Theatergruppe,http://www.wikidata.org/entity/Q505519,Horneburg
http://www.wikidata.org/entity/Q122851863,Bühnenspielverein,http://www.wikidata.org/entity/Q633148,Hankensbüttel
http://www.wikidata.org/entity/Q122851864,Die Bühnenstürmer,http://www.wikidata.org/entity/Q47244,Einbeck
http://www.wikidata.org/entity/Q122851865,Bunte Bühne,http://www.wikidata.org/entity/Q688181,Pohle
http://www.wikidata.org/entity/Q122851866,Burgdorfer Bühne,http://www.wikidata.org/entity/Q634167,Burgdorf
http://www.wikidata.org/entity/Q122851867,Bürgertheater Langenhagen,http://www.wikidata.org/entity/Q4158,Langenhagen
http://www.wikidata.org/entity/Q122851868,CMT Cortez Musiktheater,http://www.wikidata.org/entity/Q3200,Salzgitter
http://www.wikidata.org/entity/Q122851869,Deister-Süntel-Bühne,http://www.wikidata.org/entity/Q39779,Bad Münder am Deister
http://www.wikidata.org/entity/Q122851870,Dorfbühne Egenstedt,http://www.wikidata.org/entity/Q282101,Diekholzen
http://www.wikidata.org/entity/Q122851871,Drei-Flüsse-Theater,http://www.wikidata.org/entity/Q165380,Hann. Münden
http://www.wikidata.org/entity/Q122851872,Die Eigen-Artigen,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851873,Erstes unordentliches Zimmertheater,http://www.wikidata.org/entity/Q2916,Osnabrück
http://www.wikidata.org/entity/Q122851874,Die Feudalen,http://www.wikidata.org/entity/Q508015,Nordholz
http://www.wikidata.org/entity/Q122851875,Freie Bühne Braunschweig Theater bei AntiRost,http://www.wikidata.org/entity/Q2773,Brunswick
http://www.wikidata.org/entity/Q122851876,Hannoversches Show-Ensemble,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851878,HerrmannsBurgtheater,http://www.wikidata.org/entity/Q549731,Hermannsburg
http://www.wikidata.org/entity/Q122851879,Holler Firlefanz,http://www.wikidata.org/entity/Q566284,Holle
http://www.wikidata.org/entity/Q122851880,HUKL-Bühne,http://www.wikidata.org/entity/Q1786940,Vöhrum
http://www.wikidata.org/entity/Q122851881,Inselbühne,http://www.wikidata.org/entity/Q25125,Baltrum
http://www.wikidata.org/entity/Q122851882,Kieselbach-Bühne im MTV Gifhorn,http://www.wikidata.org/entity/Q14813,Gifhorn
http://www.wikidata.org/entity/Q122851883,Die kleine Bühne,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851884,kleine bühne Seelze,http://www.wikidata.org/entity/Q16052,Seelze
http://www.wikidata.org/entity/Q122851886,kleine bühne Wolfenbüttel,http://www.wikidata.org/entity/Q4122,Wolfenbüttel
http://www.wikidata.org/entity/Q122851887,Kleine Jorker Bühne,http://www.wikidata.org/entity/Q504279,Jork
http://www.wikidata.org/entity/Q122851888,Die Kleine Landbühne LaT,http://www.wikidata.org/entity/Q531536,Harsum
http://www.wikidata.org/entity/Q122851889,Laienspielgruppe Hademstorf,http://www.wikidata.org/entity/Q668803,Hademstorf
http://www.wikidata.org/entity/Q122851890,Laienspielgruppe Apelern,http://www.wikidata.org/entity/Q618147,Apelern
http://www.wikidata.org/entity/Q122851891,Laienspielgruppe Ingeleben von 1981,http://www.wikidata.org/entity/Q712847,Ingeleben
http://www.wikidata.org/entity/Q122851892,Laienspielgruppe Polle,http://www.wikidata.org/entity/Q555106,Polle
http://www.wikidata.org/entity/Q122851893,Leiferder Bühne,http://www.wikidata.org/entity/Q2773,Brunswick
http://www.wikidata.org/entity/Q122851894,Leine-Bühne,http://www.wikidata.org/entity/Q534259,Hemmingen
http://www.wikidata.org/entity/Q122851895,Ludin Theaterproduktion,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851896,Die Lüneburger,http://www.wikidata.org/entity/Q3920,Lüneburg
http://www.wikidata.org/entity/Q122851897,Lustige Bühne Wetschen,http://www.wikidata.org/entity/Q504742,Wetschen
http://www.wikidata.org/entity/Q122851898,Märchenhexe Miracula - Renate Faust,http://www.wikidata.org/entity/Q4158,Langenhagen
http://www.wikidata.org/entity/Q122851899,Marionettentheater,http://www.wikidata.org/entity/Q495745,Q495745
http://www.wikidata.org/entity/Q122851900,Mitsorg-Theater Ohr,http://www.wikidata.org/entity/Q534670,Emmerthal
http://www.wikidata.org/entity/Q122851901,Nicolaibühne,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851902,Nienhofer Laienspieler,http://www.wikidata.org/entity/Q555820,Langlingen
http://www.wikidata.org/entity/Q122851903,Norderneyer Laientheater﻿,http://www.wikidata.org/entity/Q23968,Norderney
http://www.wikidata.org/entity/Q122851904,Parabol Theater,http://www.wikidata.org/entity/Q14892,Buchholz in der Nordheide
http://www.wikidata.org/entity/Q122851905,Plattdeutsche Bühne Rehden,http://www.wikidata.org/entity/Q502845,Rehden
http://www.wikidata.org/entity/Q122851906,Plattdeutscher Theaterverein De Gusbörmer,http://www.wikidata.org/entity/Q638090,Gusborn
http://www.wikidata.org/entity/Q122851907,Plattdeutsches Theater Wendland,http://www.wikidata.org/entity/Q632635,Küsten
http://www.wikidata.org/entity/Q122851908,Plattdütsche Vereen Visselhöv﻿ede,http://www.wikidata.org/entity/Q499867,Visselhövede
http://www.wikidata.org/entity/Q122851909,Poggenhagener Dorftheater,http://www.wikidata.org/entity/Q7014,Neustadt am Rübenberge
http://www.wikidata.org/entity/Q122851910,PREMIERE﻿ Amateurtheater,http://www.wikidata.org/entity/Q2773,Brunswick
http://www.wikidata.org/entity/Q122851911,PROBEBÜHNE,http://www.wikidata.org/entity/Q2916,Osnabrück
http://www.wikidata.org/entity/Q122851912,ProSzenium,http://www.wikidata.org/entity/Q3907,Delmenhorst
http://www.wikidata.org/entity/Q122851913,PROvinzBÜHNE,http://www.wikidata.org/entity/Q664377,Schwarmstedt
http://www.wikidata.org/entity/Q122851914,Rampenlicht,http://www.wikidata.org/entity/Q3920,Lüneburg
http://www.wikidata.org/entity/Q122851917,Restrisiko,http://www.wikidata.org/entity/Q4185,Lingen
http://www.wikidata.org/entity/Q122851918,Schaumburger Bühne,http://www.wikidata.org/entity/Q157035,Bückeburg
http://www.wikidata.org/entity/Q122851919,Schunterbühne﻿ Lehre,http://www.wikidata.org/entity/Q644249,Lehre
http://www.wikidata.org/entity/Q122851920,Schwiegershäuser Dorfbühne,http://www.wikidata.org/entity/Q327727,Osterode am Harz
http://www.wikidata.org/entity/Q122851921,Seniorentheater Wundertüte,http://www.wikidata.org/entity/Q2773,Brunswick
http://www.wikidata.org/entity/Q122851922,spielBühne Lingen,http://www.wikidata.org/entity/Q4185,Lingen
http://www.wikidata.org/entity/Q122851923,Spielgemeinschaft Studiotheater Osterwald,http://www.wikidata.org/entity/Q555604,Salzhemmendorf
http://www.wikidata.org/entity/Q122851924,Spielfreunde Heyersum,http://www.wikidata.org/entity/Q555657,Nordstemmen
http://www.wikidata.org/entity/Q122851925,Spielraum Theater,http://www.wikidata.org/entity/Q16027,Stuhr
http://www.wikidata.org/entity/Q122851926,Spielzeit,http://www.wikidata.org/entity/Q572280,Neuenhaus
http://www.wikidata.org/entity/Q122851927,Spontantheater Eilvese,http://www.wikidata.org/entity/Q7014,Neustadt am Rübenberge
http://www.wikidata.org/entity/Q122851928,De Steenbeeker,http://www.wikidata.org/entity/Q501683,Rosengarten
http://www.wikidata.org/entity/Q122851929,Studio-Bühne Braunschweig,http://www.wikidata.org/entity/Q2773,Brunswick
http://www.wikidata.org/entity/Q122851930,Südstädter Komöd´chen,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851931,TheaterCompagnie 'SoEinTheater',http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851932,Theater Fatale,http://www.wikidata.org/entity/Q503711,Nordenham
http://www.wikidata.org/entity/Q122851933,Theater nebenan,http://www.wikidata.org/entity/Q402651,Ahrbergen
http://www.wikidata.org/entity/Q122851934,Theater SpielArt,http://www.wikidata.org/entity/Q400503,Ahlerstedt
http://www.wikidata.org/entity/Q122851935,Theater- und Freundschaftsclub Gasparone,http://www.wikidata.org/entity/Q1332149,Elliehausen
http://www.wikidata.org/entity/Q122851936,Theatergruppe Barwedel,http://www.wikidata.org/entity/Q515590,Barwedel
http://www.wikidata.org/entity/Q122851937,Theatergruppe des TSV Süstedt,http://www.wikidata.org/entity/Q504173,Süstedt
http://www.wikidata.org/entity/Q122851938,Theatergruppe LaFiBo,http://www.wikidata.org/entity/Q686853,Bomlitz
http://www.wikidata.org/entity/Q122851939,Theatergruppe des GDA Wohnstifts Hannover-Kleefeld,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851940,Theatergruppe des Heimatvereins,http://www.wikidata.org/entity/Q1652425,Sieboldshausen
http://www.wikidata.org/entity/Q122851942,Theatergruppe Salzgitter-Bad,http://www.wikidata.org/entity/Q3200,Salzgitter
http://www.wikidata.org/entity/Q122851943,Theaterkiste Heinde,http://www.wikidata.org/entity/Q633004,Bad Salzdetfurth
http://www.wikidata.org/entity/Q122851944,Theaterkreis Degersen,http://www.wikidata.org/entity/Q621469,Wennigsen
http://www.wikidata.org/entity/Q122851947,Theaterverein Alfeld,http://www.wikidata.org/entity/Q486543,Alfeld (Leine)
http://www.wikidata.org/entity/Q122851948,Theaterverein Söhlde,http://www.wikidata.org/entity/Q574384,Söhlde
http://www.wikidata.org/entity/Q122851949,Theaterverein Gifhorn,http://www.wikidata.org/entity/Q14813,Gifhorn
http://www.wikidata.org/entity/Q122851950,Theater Vinolentia,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851951,Theaterwerkstatt Quakenbrück,http://www.wikidata.org/entity/Q498219,Quakenbrück
http://www.wikidata.org/entity/Q122851952,Theaterwerkstatt Rückenwind,http://www.wikidata.org/entity/Q14957,Papenburg
http://www.wikidata.org/entity/Q122851953,Theaterwerkstatt Syke,http://www.wikidata.org/entity/Q503751,Syke
http://www.wikidata.org/entity/Q122851954,TiHo Theater,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851955,Tribüne,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q122851958,Die Unverzagten,http://www.wikidata.org/entity/Q7057,Lehrte
http://www.wikidata.org/entity/Q122851959,WAT - Winser Amateurtheater,http://www.wikidata.org/entity/Q622498,Winsen an der Aller
http://www.wikidata.org/entity/Q122851960,De Wingster Theoterspeeler,http://www.wikidata.org/entity/Q502938,Wingst
http://www.wikidata.org/entity/Q122851961,Die Wittenburger,http://www.wikidata.org/entity/Q549749,Heinsen
http://www.wikidata.org/entity/Q122851962,De Weseloher Holdkroog - Speeler,http://www.wikidata.org/entity/Q502794,Engeln
http://www.wikidata.org/entity/Q122851963,Young Boulevard,http://www.wikidata.org/entity/Q4133,Nordhorn
http://www.wikidata.org/entity/Q122851964,Die Zeitlosen,http://www.wikidata.org/entity/Q504754,Soltau
http://www.wikidata.org/entity/Q122830085,Amateurbühne Vineta 1900,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830086,Amateurtheater Phönix,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830087,Die AKkuTeure,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830088,freies theaterwerk gavroche,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830089,FUGA – das neue theater für berlin,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830090,Kabarett Korsett,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830091,MAGMA Theater Spandau,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830092,MusicalClub Berlin,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830093,Peter's Friends,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830095,Privat-Theater-Gesellschaft Elektra 1911,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830096,Schröder Reisen Comedy Bus,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830097,TAMUTHEA,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830098,The Wild Bunch-Theater,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830099,Theater aToc,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830100,Theater aus der letzten Reihe,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830101,Theater der Erfahrungen – Werkstatt der alten Talente,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830102,Theater Diamant,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830103,Theater im LabSaal,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830104,Theater Nikolassee,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830105,Theater-Verein “Gut Freund 1893”,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830106,theater28,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q122830107,Theaterwerkstatt-Kladow,http://www.wikidata.org/entity/Q64,Berlin
http://www.wikidata.org/entity/Q2415796,Theater INTERAKTIWo,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834859,Achimer Speeldäl,http://www.wikidata.org/entity/Q178910,Emtinghausen
http://www.wikidata.org/entity/Q122834860,kleine bühne borgfeld,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834861,Bornreiher Laienspeel,http://www.wikidata.org/entity/Q636955,Vollersode
http://www.wikidata.org/entity/Q122834862,BREMER AMATEUR THEATER Ensemble,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834863,Farger Theater,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834864,HANSEATEN-KLUB (Theater am Deich),http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834865,Theaterverein Hepstedt,http://www.wikidata.org/entity/Q505540,Hepstedt
http://www.wikidata.org/entity/Q122834866,Theater InCognito,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834867,Speeldeel Klostermoor,http://www.wikidata.org/entity/Q499920,Lilienthal
http://www.wikidata.org/entity/Q122834868,Lahauser Bühne,http://www.wikidata.org/entity/Q16125,Weyhe
http://www.wikidata.org/entity/Q122834869,Speeldeel von'n Heimatvereen Oberneeland,http://www.wikidata.org/entity/Q24879,Bremen
http://www.wikidata.org/entity/Q122834870,Theater PHÖNIX Bremen,http://www.wikidata.org/entity/Q24879,Bremen
